"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"Least_age";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Own_survival";"estimated_pop_size";"N";"n";"in_out";"sex"
"8326";"2015_3909_myken";"2015_3909";3909;"2015_myken";2015;"myken";22;1;2014;"no";"obs";NA;NA;1;6;6;1.79175946922805;0;0
"8327";"2016_3909_myken";"2016_3909";3909;"2016_myken";2016;"myken";22;2;2014;"no";"obs";NA;NA;1;13;13;2.56494935746154;0;0
"8328";"2017_3909_træna";"2017_3909";3909;"2017_træna";2017;"træna";23;3;2014;"no";"obs";NA;NA;1;79;79;4.36944785246702;0;0
"8329";"2018_3909_myken";"2018_3909";3909;"2018_myken";2018;"myken";22;4;2014;"no";"obs";NA;NA;0;21;21;3.04452243772342;0;0
"8330";"2014_3910_træna";"2014_3910";3910;"2014_træna";2014;"træna";23;1;2013;"no";NA;"capt";NA;0;83;83;4.4188406077966;0;1
"8331";"2014_3911_træna";"2014_3911";3911;"2014_træna";2014;"træna";23;1;2013;"no";"obs";"capt";NA;1;83;83;4.4188406077966;0;1
"8332";"2015_3911_træna";"2015_3911";3911;"2015_træna";2015;"træna";23;2;2013;"no";"obs";"capt";NA;0;145;145;4.97673374242057;0;1
"8333";"2015_3912_træna";"2015_3912";3912;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;0
"8334";"2016_3912_træna";"2016_3912";3912;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;0
"8335";"2015_3913_træna";"2015_3913";3913;"2015_træna";2015;"træna";23;1;2014;"yes";NA;NA;NA;1;145;145;4.97673374242057;0;1
"8336";"2016_3913_træna";"2016_3913";3913;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8337";"2014_3914_sleneset";"2014_3914";3914;"2014_sleneset";2014;"sleneset";35;1;2013;"no";NA;"capt";NA;1;36;36;3.58351893845611;0;1
"8338";"2015_3914_sleneset";"2015_3914";3914;"2015_sleneset";2015;"sleneset";35;2;2013;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"8339";"2016_3914_sleneset";"2016_3914";3914;"2016_sleneset";2016;"sleneset";35;3;2013;"no";NA;"capt";NA;1;50;50;3.91202300542815;0;1
"8340";"2017_3914_sleneset";"2017_3914";3914;"2017_sleneset";2017;"sleneset";35;4;2013;"no";"obs";NA;NA;0;61;61;4.11087386417331;0;1
"8341";"2014_3915_sleneset";"2014_3915";3915;"2014_sleneset";2014;"sleneset";35;1;2013;"no";"obs";"capt";NA;1;36;36;3.58351893845611;0;0
"8342";"2015_3915_sleneset";"2015_3915";3915;"2015_sleneset";2015;"sleneset";35;2;2013;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;0
"8343";"2014_3916_træna";"2014_3916";3916;"2014_træna";2014;"træna";23;1;2013;"no";"obs";"capt";NA;0;83;83;4.4188406077966;0;1
"8344";"2015_3917_lovund";"2015_3917";3917;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;1
"8345";"2015_3918_træna";"2015_3918";3918;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;0
"8346";"2016_3918_træna";"2016_3918";3918;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;0
"8347";"2015_3919_træna";"2015_3919";3919;"2015_træna";2015;"træna";23;1;2014;"no";"obs";"capt";NA;0;145;145;4.97673374242057;0;1
"8348";"2015_3920_træna";"2015_3920";3920;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;0
"8349";"2015_3921_træna";"2015_3921";3921;"2015_træna";2015;"træna";23;1;2014;"no";"obs";"capt";NA;0;145;145;4.97673374242057;0;1
"8350";"2015_3922_træna";"2015_3922";3922;"2015_træna";2015;"træna";23;1;2014;"gene_new";NA;NA;"gene_new";0;145;145;4.97673374242057;0;0
"8351";"2015_3923_træna";"2015_3923";3923;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;0
"8352";"2015_3924_træna";"2015_3924";3924;"2015_træna";2015;"træna";23;1;2014;"yes";NA;NA;NA;1;145;145;4.97673374242057;0;1
"8353";"2016_3924_træna";"2016_3924";3924;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8354";"2015_3925_træna";"2015_3925";3925;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;0
"8355";"2016_3925_træna";"2016_3925";3925;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;0
"8356";"2015_3926_myken";"2015_3926";3926;"2015_myken";2015;"myken";22;1;2014;"no";"obs";NA;NA;1;6;6;1.79175946922805;0;1
"8357";"2016_3926_myken";"2016_3926";3926;"2016_myken";2016;"myken";22;2;2014;"no";"obs";NA;NA;1;13;13;2.56494935746154;0;1
"8358";"2017_3926_myken";"2017_3926";3926;"2017_myken";2017;"myken";22;3;2014;"no";"obs";NA;NA;1;6;6;1.79175946922805;0;1
"8359";"2018_3926_myken";"2018_3926";3926;"2018_myken";2018;"myken";22;4;2014;"gene_new";NA;NA;"gene_new";0;21;21;3.04452243772342;0;1
"8360";"2015_3927_træna";"2015_3927";3927;"2015_træna";2015;"træna";23;1;2014;"yes";NA;NA;NA;1;145;145;4.97673374242057;0;1
"8361";"2016_3927_træna";"2016_3927";3927;"2016_træna";2016;"træna";23;2;2014;"yes";NA;NA;NA;1;127;127;4.84418708645859;0;1
"8362";"2017_3927_træna";"2017_3927";3927;"2017_træna";2017;"træna";23;3;2014;"no";"obs";NA;NA;0;79;79;4.36944785246702;0;1
"8363";"2015_3928_træna";"2015_3928";3928;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;1
"8364";"2016_3928_træna";"2016_3928";3928;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8365";"2015_3929_lovund";"2015_3929";3929;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";"capt";NA;1;46;46;3.8286413964891;0;0
"8366";"2016_3929_lovund";"2016_3929";3929;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;0
"8367";"2015_3930_træna";"2015_3930";3930;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;1
"8368";"2015_3931_lovund";"2015_3931";3931;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8369";"2016_3931_lovund";"2016_3931";3931;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;1
"8370";"2015_3932_lovund";"2015_3932";3932;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";"capt";NA;1;46;46;3.8286413964891;0;1
"8371";"2016_3932_lovund";"2016_3932";3932;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;1
"8372";"2015_3933_lovund";"2015_3933";3933;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8373";"2016_3933_lovund";"2016_3933";3933;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;1
"8374";"2015_3934_lovund";"2015_3934";3934;"2015_lovund";2015;"lovund";34;1;2014;"gene_new";NA;NA;"gene_new";0;46;46;3.8286413964891;0;0
"8375";"2015_3935_selvær";"2015_3935";3935;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";"capt";NA;0;62;62;4.12713438504509;0;1
"8376";"2015_3936_selvær";"2015_3936";3936;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;1;62;62;4.12713438504509;0;1
"8377";"2016_3936_selvær";"2016_3936";3936;"2016_selvær";2016;"selvær";24;2;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8378";"2017_3936_selvær";"2017_3936";3936;"2017_selvær";2017;"selvær";24;3;2014;"no";"obs";NA;NA;0;25;25;3.2188758248682;0;1
"8379";"2015_3937_selvær";"2015_3937";3937;"2015_selvær";2015;"selvær";24;1;2014;"yes";NA;NA;NA;1;62;62;4.12713438504509;0;0
"8380";"2016_3937_selvær";"2016_3937";3937;"2016_selvær";2016;"selvær";24;2;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;0
"8381";"2015_3938_træna";"2015_3938";3938;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;1
"8382";"2015_3939_træna";"2015_3939";3939;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;0
"8383";"2015_3940_selvær";"2015_3940";3940;"2015_selvær";2015;"selvær";24;1;2014;"yes";NA;NA;NA;1;62;62;4.12713438504509;0;1
"8384";"2016_3940_selvær";"2016_3940";3940;"2016_selvær";2016;"selvær";24;2;2014;"yes";NA;NA;NA;1;46;46;3.8286413964891;0;1
"8385";"2017_3940_selvær";"2017_3940";3940;"2017_selvær";2017;"selvær";24;3;2014;"yes";NA;NA;NA;1;25;25;3.2188758248682;0;1
"8386";"2018_3940_selvær";"2018_3940";3940;"2018_selvær";2018;"selvær";24;4;2014;"yes";NA;NA;NA;1;31;31;3.43398720448515;0;1
"8387";"2019_3940_selvær";"2019_3940";3940;"2019_selvær";2019;"selvær";24;5;2014;"no";"obs";NA;NA;0;14;14;2.63905732961526;0;1
"8388";"2015_3941_træna";"2015_3941";3941;"2015_træna";2015;"træna";23;1;2014;"no";"obs";"capt";NA;0;145;145;4.97673374242057;0;0
"8389";"2015_3942_træna";"2015_3942";3942;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;0
"8390";"2016_3942_træna";"2016_3942";3942;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;1;127;127;4.84418708645859;0;0
"8391";"2017_3942_træna";"2017_3942";3942;"2017_træna";2017;"træna";23;3;2014;"no";"obs";NA;NA;1;79;79;4.36944785246702;0;0
"8392";"2018_3942_træna";"2018_3942";3942;"2018_træna";2018;"træna";23;4;2014;"no";"obs";NA;NA;1;92;92;4.52178857704904;0;0
"8393";"2019_3942_træna";"2019_3942";3942;"2019_træna";2019;"træna";23;5;2014;"no";"obs";NA;NA;1;69;69;4.23410650459726;0;0
"8394";"2020_3942_træna";"2020_3942";3942;"2020_træna";2020;"træna";23;6;2014;"no";"obs";NA;NA;0;115;115;4.74493212836325;0;0
"8395";"2015_3943_træna";"2015_3943";3943;"2015_træna";2015;"træna";23;1;2014;"no";"obs";"capt";NA;1;145;145;4.97673374242057;0;1
"8396";"2016_3943_træna";"2016_3943";3943;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8397";"2015_3944_selvær";"2015_3944";3944;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;1;62;62;4.12713438504509;0;1
"8398";"2016_3944_selvær";"2016_3944";3944;"2016_selvær";2016;"selvær";24;2;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;1
"8399";"2015_3945_selvær";"2015_3945";3945;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;1;62;62;4.12713438504509;0;0
"8400";"2016_3945_selvær";"2016_3945";3945;"2016_selvær";2016;"selvær";24;2;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;0
"8401";"2017_3945_selvær";"2017_3945";3945;"2017_selvær";2017;"selvær";24;3;2014;"no";"obs";NA;NA;0;25;25;3.2188758248682;0;0
"8402";"2015_3946_selvær";"2015_3946";3946;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;0
"8403";"2015_3947_træna";"2015_3947";3947;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;1
"8404";"2015_3948_selvær";"2015_3948";3948;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;1
"8405";"2015_3949_selvær";"2015_3949";3949;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;1
"8406";"2015_3950_selvær";"2015_3950";3950;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;0
"8407";"2015_3951_træna";"2015_3951";3951;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;0
"8408";"2015_3952_træna";"2015_3952";3952;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;0
"8409";"2016_3953_selvær";"2016_3953";3953;"2016_selvær";2016;"selvær";24;2;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;1
"8410";"2015_3954_træna";"2015_3954";3954;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;0
"8411";"2013_3955_træna";"2013_3955";3955;"2013_træna";2013;"træna";23;1;2012;"gene_new";NA;NA;"gene_new";1;69;69;4.23410650459726;0;1
"8412";"2014_3955_træna";"2014_3955";3955;"2014_træna";2014;"træna";23;2;2012;"no";NA;"capt";NA;0;83;83;4.4188406077966;0;1
"8413";"2015_3956_lovund";"2015_3956";3956;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;1
"8414";"2015_3957_lovund";"2015_3957";3957;"2015_lovund";2015;"lovund";34;1;2014;"yes";NA;NA;NA;1;46;46;3.8286413964891;0;1
"8415";"2016_3957_lovund";"2016_3957";3957;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;1
"8416";"2014_3958_træna";"2014_3958";3958;"2014_træna";2014;"træna";23;1;2013;"no";NA;"capt";NA;1;83;83;4.4188406077966;0;1
"8417";"2015_3958_træna";"2015_3958";3958;"2015_træna";2015;"træna";23;2;2013;"gene_new";NA;NA;"gene_new";1;145;145;4.97673374242057;0;1
"8418";"2016_3958_træna";"2016_3958";3958;"2016_træna";2016;"træna";23;3;2013;"gene_new";NA;NA;"gene_new";0;127;127;4.84418708645859;0;1
"8419";"2015_3959_træna";"2015_3959";3959;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;1
"8420";"2015_3960_træna";"2015_3960";3960;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;1
"8421";"2015_3961_træna";"2015_3961";3961;"2015_træna";2015;"træna";23;1;2014;"no";"obs";"capt";NA;1;145;145;4.97673374242057;0;1
"8422";"2016_3961_træna";"2016_3961";3961;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;1;127;127;4.84418708645859;0;1
"8423";"2017_3961_lovund";"2017_3961";3961;"2017_lovund";2017;"lovund";34;3;2014;"no";"obs";NA;NA;0;45;45;3.80666248977032;0;1
"8424";"2015_3962_lovund";"2015_3962";3962;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;1
"8425";"2015_3963_træna";"2015_3963";3963;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;0
"8426";"2016_3963_træna";"2016_3963";3963;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;1;127;127;4.84418708645859;0;0
"8427";"2017_3963_træna";"2017_3963";3963;"2017_træna";2017;"træna";23;3;2014;"no";"obs";NA;NA;1;79;79;4.36944785246702;0;0
"8428";"2018_3963_træna";"2018_3963";3963;"2018_træna";2018;"træna";23;4;2014;"no";"obs";NA;NA;0;92;92;4.52178857704904;0;0
"8429";"2015_3964_træna";"2015_3964";3964;"2015_træna";2015;"træna";23;1;2014;"no";"obs";"capt";NA;1;145;145;4.97673374242057;0;1
"8430";"2016_3964_træna";"2016_3964";3964;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8431";"2015_3965_træna";"2015_3965";3965;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;1
"8432";"2016_3965_træna";"2016_3965";3965;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8433";"2015_3966_træna";"2015_3966";3966;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;1
"8434";"2016_3966_træna";"2016_3966";3966;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8435";"2015_3967_sleneset";"2015_3967";3967;"2015_sleneset";2015;"sleneset";35;1;2014;"yes";NA;NA;NA;1;47;47;3.85014760171006;0;1
"8436";"2016_3967_sleneset";"2016_3967";3967;"2016_sleneset";2016;"sleneset";35;2;2014;"no";"obs";NA;NA;0;50;50;3.91202300542815;0;1
"8437";"2015_3968_sleneset";"2015_3968";3968;"2015_sleneset";2015;"sleneset";35;1;2014;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"8438";"2016_3968_sleneset";"2016_3968";3968;"2016_sleneset";2016;"sleneset";35;2;2014;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;1
"8439";"2017_3968_sleneset";"2017_3968";3968;"2017_sleneset";2017;"sleneset";35;3;2014;"gene_new";NA;NA;"gene_new";0;61;61;4.11087386417331;0;1
"8440";"2015_3969_sleneset";"2015_3969";3969;"2015_sleneset";2015;"sleneset";35;1;2014;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;0
"8441";"2016_3969_sleneset";"2016_3969";3969;"2016_sleneset";2016;"sleneset";35;2;2014;"gene_new";NA;NA;"gene_new";0;50;50;3.91202300542815;0;0
"8442";"2015_3970_indre kvarøy";"2015_3970";3970;"2015_indre kvarøy";2015;"indre kvarøy";28;1;2014;"no";"obs";"capt";NA;0;102;102;4.62497281328427;1;1
"8443";"2015_3971_sleneset";"2015_3971";3971;"2015_sleneset";2015;"sleneset";35;1;2014;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;1
"8444";"2015_3972_lovund";"2015_3972";3972;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8445";"2016_3972_lovund";"2016_3972";3972;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";"capt";NA;0;37;37;3.61091791264422;0;1
"8446";"2016_3973_sleneset";"2016_3973";3973;"2016_sleneset";2016;"sleneset";35;2;2014;"gene_new";NA;NA;"gene_new";1;50;50;3.91202300542815;0;1
"8447";"2017_3973_sleneset";"2017_3973";3973;"2017_sleneset";2017;"sleneset";35;3;2014;"gene_new";NA;NA;"gene_new";0;61;61;4.11087386417331;0;1
"8448";"2015_3974_sleneset";"2015_3974";3974;"2015_sleneset";2015;"sleneset";35;1;2014;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;0
"8449";"2015_3975_hestmannøy";"2015_3975";3975;"2015_hestmannøy";2015;"hestmannøy";27;1;2014;"no";"obs";NA;NA;0;178;178;5.18178355029209;1;0
"8450";"2015_3976_selvær";"2015_3976";3976;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;1
"8451";"2015_3977_selvær";"2015_3977";3977;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;1;62;62;4.12713438504509;0;0
"8452";"2016_3977_selvær";"2016_3977";3977;"2016_selvær";2016;"selvær";24;2;2014;"no";"obs";"capt";NA;0;46;46;3.8286413964891;0;0
"8453";"2015_3978_sleneset";"2015_3978";3978;"2015_sleneset";2015;"sleneset";35;1;2014;"yes";NA;NA;NA;1;47;47;3.85014760171006;0;1
"8454";"2016_3978_sleneset";"2016_3978";3978;"2016_sleneset";2016;"sleneset";35;2;2014;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;1
"8455";"2017_3978_sleneset";"2017_3978";3978;"2017_sleneset";2017;"sleneset";35;3;2014;"gene_new";NA;NA;"gene_new";0;61;61;4.11087386417331;0;1
"8456";"2015_3979_lovund";"2015_3979";3979;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8457";"2016_3979_lovund";"2016_3979";3979;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;1
"8458";"2015_3980_lovund";"2015_3980";3980;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;0
"8459";"2015_3981_træna";"2015_3981";3981;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;1
"8460";"2016_3981_træna";"2016_3981";3981;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;1
"8461";"2015_3982_træna";"2015_3982";3982;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;0
"8462";"2016_3982_træna";"2016_3982";3982;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;0;127;127;4.84418708645859;0;0
"8463";"2015_3983_træna";"2015_3983";3983;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;1
"8464";"2016_3983_træna";"2016_3983";3983;"2016_træna";2016;"træna";23;2;2014;"no";"obs";NA;NA;1;127;127;4.84418708645859;0;1
"8465";"2017_3983_træna";"2017_3983";3983;"2017_træna";2017;"træna";23;3;2014;"no";"obs";NA;NA;1;79;79;4.36944785246702;0;1
"8466";"2018_3983_træna";"2018_3983";3983;"2018_træna";2018;"træna";23;4;2014;"no";"obs";NA;NA;0;92;92;4.52178857704904;0;1
"8467";"2015_3984_selvær";"2015_3984";3984;"2015_selvær";2015;"selvær";24;1;2014;"yes";NA;NA;NA;1;62;62;4.12713438504509;0;1
"8468";"2016_3984_selvær";"2016_3984";3984;"2016_selvær";2016;"selvær";24;2;2014;"yes";NA;NA;NA;1;46;46;3.8286413964891;0;1
"8469";"2017_3984_selvær";"2017_3984";3984;"2017_selvær";2017;"selvær";24;3;2014;"no";"obs";NA;NA;0;25;25;3.2188758248682;0;1
"8470";"2015_3985_selvær";"2015_3985";3985;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;1
"8471";"2015_3986_sleneset";"2015_3986";3986;"2015_sleneset";2015;"sleneset";35;1;2014;"no";"obs";NA;NA;1;47;47;3.85014760171006;0;1
"8472";"2016_3986_sleneset";"2016_3986";3986;"2016_sleneset";2016;"sleneset";35;2;2014;"no";"obs";NA;NA;1;50;50;3.91202300542815;0;1
"8473";"2017_3986_sleneset";"2017_3986";3986;"2017_sleneset";2017;"sleneset";35;3;2014;"no";"obs";NA;NA;1;61;61;4.11087386417331;0;1
"8474";"2018_3986_sleneset";"2018_3986";3986;"2018_sleneset";2018;"sleneset";35;4;2014;"no";NA;"capt";NA;0;38;38;3.63758615972639;0;1
"8475";"2015_3987_sleneset";"2015_3987";3987;"2015_sleneset";2015;"sleneset";35;1;2014;"no";"obs";NA;NA;0;47;47;3.85014760171006;0;1
"8476";"2015_3988_selvær";"2015_3988";3988;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;1
"8477";"2015_3989_lovund";"2015_3989";3989;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8478";"2016_3989_lovund";"2016_3989";3989;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;1
"8479";"2015_3990_lovund";"2015_3990";3990;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;0
"8480";"2016_3990_lovund";"2016_3990";3990;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;0
"8481";"2015_3991_træna";"2015_3991";3991;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;1;145;145;4.97673374242057;0;1
"8482";"2016_3991_træna";"2016_3991";3991;"2016_træna";2016;"træna";23;2;2014;"gene_new";NA;NA;"gene_new";0;127;127;4.84418708645859;0;1
"8483";"2015_3992_lovund";"2015_3992";3992;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8484";"2016_3992_lovund";"2016_3992";3992;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;1;37;37;3.61091791264422;0;1
"8485";"2017_3992_lovund";"2017_3992";3992;"2017_lovund";2017;"lovund";34;3;2014;"no";"obs";NA;NA;0;45;45;3.80666248977032;0;1
"8486";"2015_3993_lovund";"2015_3993";3993;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";"capt";NA;1;46;46;3.8286413964891;0;1
"8487";"2016_3993_lovund";"2016_3993";3993;"2016_lovund";2016;"lovund";34;2;2014;"no";"obs";NA;NA;0;37;37;3.61091791264422;0;1
"8488";"2015_3994_lovund";"2015_3994";3994;"2015_lovund";2015;"lovund";34;1;2014;"no";"obs";NA;NA;0;46;46;3.8286413964891;0;0
"8489";"2015_3995_selvær";"2015_3995";3995;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;0;62;62;4.12713438504509;0;0
"8490";"2015_3996_selvær";"2015_3996";3996;"2015_selvær";2015;"selvær";24;1;2014;"no";"obs";NA;NA;1;62;62;4.12713438504509;0;1
"8491";"2016_3996_selvær";"2016_3996";3996;"2016_selvær";2016;"selvær";24;2;2014;"no";"obs";NA;NA;1;46;46;3.8286413964891;0;1
"8492";"2017_3996_selvær";"2017_3996";3996;"2017_selvær";2017;"selvær";24;3;2014;"no";"obs";NA;NA;1;25;25;3.2188758248682;0;1
"8493";"2018_3996_selvær";"2018_3996";3996;"2018_selvær";2018;"selvær";24;4;2014;"no";"obs";NA;NA;0;31;31;3.43398720448515;0;1
"8494";"2015_3997_træna";"2015_3997";3997;"2015_træna";2015;"træna";23;1;2014;"no";"obs";NA;NA;0;145;145;4.97673374242057;0;1
"8495";"2015_3998_aldra";"2015_3998";3998;"2015_aldra";2015;"aldra";38;1;2014;"no";"obs";NA;NA;0;10;10;2.30258509299405;1;0
"8496";"2015_3999_hestmannøy";"2015_3999";3999;"2015_hestmannøy";2015;"hestmannøy";27;1;2014;"no";NA;"capt";NA;0;178;178;5.18178355029209;1;1
"8497";"2015_4000_hestmannøy";"2015_4000";4000;"2015_hestmannøy";2015;"hestmannøy";27;1;2014;"no";"obs";"capt";NA;0;178;178;5.18178355029209;1;1
"8498";"2015_4001_hestmannøy";"2015_4001";4001;"2015_hestmannøy";2015;"hestmannøy";27;1;2014;"no";NA;"capt";NA;1;178;178;5.18178355029209;1;1
"8499";"2016_4001_hestmannøy";"2016_4001";4001;"2016_hestmannøy";2016;"hestmannøy";27;2;2014;"no";"obs";"capt";NA;1;94;94;4.54329478227;1;1
"8500";"2017_4001_hestmannøy";"2017_4001";4001;"2017_hestmannøy";2017;"hestmannøy";27;3;2014;"gene_new";NA;NA;"gene_new";0;117;117;4.76217393479776;1;1
