"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"Least_age";"Least_age_sq";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Own_survival";"estimated_pop_size";"N";"n";"zNR";"in_out";"sex";"N_nestlings";"N_Recruits";"r2s"
"950";"2010_541_gjerøy";"2010_541";541;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";NA;NA;1;136;136;4.91265488573605;0.128125;1;0;4;2;4
"951";"2011_541_gjerøy";"2011_541";541;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";"capt";NA;1;144;144;4.969813299576;0.328125;1;0;4;0;2
"952";"2012_541_gjerøy";"2012_541";541;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"no";"obs";NA;NA;1;196;196;5.27811465923052;1.628125;1;0;4;0;2
"953";"2013_541_gjerøy";"2013_541";541;"2013_gjerøy";2013;"gjerøy";26;3;9;2009;"no";"obs";"capt";NA;0;168;168;5.12396397940326;0.928125;1;0;1;0;0
"954";"2010_542_gjerøy";"2010_542";542;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;1;136;136;4.91265488573605;0.128125;1;1;1;4;6
"955";"2011_542_gjerøy";"2011_542";542;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";NA;NA;1;144;144;4.969813299576;0.328125;1;1;8;2;4
"956";"2012_542_gjerøy";"2012_542";542;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"no";"obs";NA;NA;0;196;196;5.27811465923052;1.628125;1;1;3;3;3
"957";"2011_543_selvær";"2011_543";543;"2011_selvær";2011;"selvær";24;1;1;2009;"gene_new";NA;NA;"gene_new";1;89;89;4.48863636973214;0.74375;0;0;7;2;4
"958";"2010_544_sleneset";"2010_544";544;"2010_sleneset";2010;"sleneset";35;0;0;2009;"gene_new";NA;NA;"gene_new";0;41;41;3.71357206670431;0.059375;0;0;6;4;4
"959";"2011_545_sleneset";"2011_545";545;"2011_sleneset";2011;"sleneset";35;1;1;2009;"no";"obs";NA;NA;0;47;47;3.85014760171006;0.209375;0;1;6;1;1
"960";"2010_546_træna";"2010_546";546;"2010_træna";2010;"træna";23;0;0;2009;"no";"obs";NA;NA;1;50;50;3.91202300542815;-0.44375;0;1;1;0;2
"961";"2011_546_træna";"2011_546";546;"2011_træna";2011;"træna";23;1;1;2009;"gene_new";NA;NA;"gene_new";0;113;113;4.72738781871234;1.13125;0;1;3;0;0
"962";"2009_547_træna";"2009_547";547;"2009_træna";2009;"træna";23;0;0;2008;"no";NA;"capt";NA;0;57;57;4.04305126783455;-0.26875;0;0;3;0;0
"963";"2011_548_træna";"2011_548";548;"2011_træna";2011;"træna";23;1;1;2009;"no";"obs";NA;NA;1;113;113;4.72738781871234;1.13125;0;1;9;0;2
"964";"2008_549_selvær";"2008_549";549;"2008_selvær";2008;"selvær";24;0;0;2007;"gene_new";NA;NA;"gene_new";1;89;89;4.48863636973214;0.74375;0;0;1;1;3
"965";"2009_549_selvær";"2009_549";549;"2009_selvær";2009;"selvær";24;1;1;2007;"no";"obs";"capt";NA;1;45;45;3.80666248977032;-0.35625;0;0;3;0;2
"966";"2010_549_selvær";"2010_549";549;"2010_selvær";2010;"selvær";24;2;4;2007;"no";"obs";"capt";NA;1;55;55;4.00733318523247;-0.10625;0;0;2;2;4
"967";"2011_549_selvær";"2011_549";549;"2011_selvær";2011;"selvær";24;3;9;2007;"no";"obs";NA;NA;0;89;89;4.48863636973214;0.74375;0;0;4;3;3
"968";"2010_550_selvær";"2010_550";550;"2010_selvær";2010;"selvær";24;0;0;2009;"no";"obs";NA;NA;1;55;55;4.00733318523247;-0.10625;0;0;6;1;3
"969";"2011_551_selvær";"2011_551";551;"2011_selvær";2011;"selvær";24;1;1;2009;"no";"obs";"capt";NA;0;89;89;4.48863636973214;0.74375;0;1;1;0;0
"970";"2010_552_træna";"2010_552";552;"2010_træna";2010;"træna";23;0;0;2009;"no";"obs";"capt";NA;1;50;50;3.91202300542815;-0.44375;0;0;8;3;5
"971";"2011_552_træna";"2011_552";552;"2011_træna";2011;"træna";23;1;1;2009;"no";"obs";NA;NA;0;113;113;4.72738781871234;1.13125;0;0;4;0;0
"972";"2010_553_sleneset";"2010_553";553;"2010_sleneset";2010;"sleneset";35;0;0;2009;"no";"obs";NA;NA;1;41;41;3.71357206670431;0.059375;0;0;3;1;3
"973";"2011_553_sleneset";"2011_553";553;"2011_sleneset";2011;"sleneset";35;1;1;2009;"no";"obs";NA;NA;1;47;47;3.85014760171006;0.209375;0;0;4;1;3
"974";"2012_553_sleneset";"2012_553";553;"2012_sleneset";2012;"sleneset";35;2;4;2009;"no";"obs";NA;NA;1;26;26;3.25809653802148;-0.315625;0;0;5;4;6
"975";"2013_553_sleneset";"2013_553";553;"2013_sleneset";2013;"sleneset";35;3;9;2009;"no";"obs";NA;NA;0;47;47;3.85014760171006;0.209375;0;0;8;5;5
"976";"2007_554_selvær";"2007_554";554;"2007_selvær";2007;"selvær";24;0;0;2006;"gene_new";NA;NA;"gene_new";1;60;60;4.0943445622221;0.01875;0;0;5;2;4
"977";"2008_554_selvær";"2008_554";554;"2008_selvær";2008;"selvær";24;1;1;2006;"gene_new";NA;NA;"gene_new";1;89;89;4.48863636973214;0.74375;0;0;5;4;6
"978";"2009_554_selvær";"2009_554";554;"2009_selvær";2009;"selvær";24;2;4;2006;"no";NA;"capt";NA;1;45;45;3.80666248977032;-0.35625;0;0;5;0;2
"979";"2010_554_selvær";"2010_554";554;"2010_selvær";2010;"selvær";24;3;9;2006;"gene_new";NA;NA;"gene_new";0;55;55;4.00733318523247;-0.10625;0;0;5;0;0
"980";"2009_555_træna";"2009_555";555;"2009_træna";2009;"træna";23;0;0;2008;"no";"obs";"capt";NA;0;57;57;4.04305126783455;-0.26875;0;1;5;2;2
"981";"2010_556_træna";"2010_556";556;"2010_træna";2010;"træna";23;0;0;2009;"no";"obs";NA;NA;0;50;50;3.91202300542815;-0.44375;0;0;7;3;3
"982";"2009_557_træna";"2009_557";557;"2009_træna";2009;"træna";23;0;0;2008;"no";NA;"capt";NA;1;57;57;4.04305126783455;-0.26875;0;1;4;0;2
"983";"2010_557_træna";"2010_557";557;"2010_træna";2010;"træna";23;1;1;2008;"no";"obs";"capt";NA;1;50;50;3.91202300542815;-0.44375;0;1;2;0;2
"984";"2011_557_træna";"2011_557";557;"2011_træna";2011;"træna";23;2;4;2008;"gene_new";NA;NA;"gene_new";1;113;113;4.72738781871234;1.13125;0;1;3;0;2
"985";"2012_557_træna";"2012_557";557;"2012_træna";2012;"træna";23;3;9;2008;"gene_new";NA;NA;"gene_new";1;54;54;3.98898404656427;-0.34375;0;1;2;5;7
"986";"2013_557_træna";"2013_557";557;"2013_træna";2013;"træna";23;4;16;2008;"gene_new";NA;NA;"gene_new";0;69;69;4.23410650459726;0.03125;0;1;10;0;0
"987";"2010_558_lovund";"2010_558";558;"2010_lovund";2010;"lovund";34;0;0;2009;"no";"obs";"capt";NA;0;60;60;4.0943445622221;0.434375;0;0;4;4;4
"988";"2009_559_lovund";"2009_559";559;"2009_lovund";2009;"lovund";34;0;0;2008;"no";NA;"capt";NA;1;28;28;3.3322045101752;-0.365625;0;0;1;1;3
"989";"2010_559_lovund";"2010_559";559;"2010_lovund";2010;"lovund";34;1;1;2008;"no";"obs";NA;NA;1;60;60;4.0943445622221;0.434375;0;0;1;0;2
"990";"2011_559_lovund";"2011_559";559;"2011_lovund";2011;"lovund";34;2;4;2008;"gene_new";NA;NA;"gene_new";0;52;52;3.95124371858143;0.234375;0;0;9;1;1
"991";"2010_560_lovund";"2010_560";560;"2010_lovund";2010;"lovund";34;0;0;2009;"no";NA;"capt";NA;1;60;60;4.0943445622221;0.434375;0;1;3;1;3
"992";"2011_560_lovund";"2011_560";560;"2011_lovund";2011;"lovund";34;1;1;2009;"no";"obs";NA;NA;0;52;52;3.95124371858143;0.234375;0;1;5;1;1
"993";"2011_561_hestmannøy";"2011_561";561;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.64544689764324;2.828125;1;1;2;0;0
"994";"2009_562_gjerøy";"2009_562";562;"2009_gjerøy";2009;"gjerøy";26;0;0;2008;"no";NA;"capt";NA;1;107;107;4.67282883446191;-0.596875;1;0;4;1;3
"995";"2010_562_gjerøy";"2010_562";562;"2010_gjerøy";2010;"gjerøy";26;1;1;2008;"yes";NA;NA;NA;1;136;136;4.91265488573605;0.128125;1;0;4;0;2
"996";"2012_562_gjerøy";"2012_562";562;"2012_gjerøy";2012;"gjerøy";26;3;9;2008;"no";"obs";NA;NA;1;196;196;5.27811465923052;1.628125;1;0;1;1;3
"997";"2011_563_lovund";"2011_563";563;"2011_lovund";2011;"lovund";34;1;1;2009;"gene_new";NA;NA;"gene_new";0;52;52;3.95124371858143;0.234375;0;1;1;1;1
"998";"2010_564_aldra";"2010_564";564;"2010_aldra";2010;"aldra";38;0;0;2009;"no";"obs";"capt";NA;0;27;27;3.29583686600433;-0.1375;1;0;2;0;0
"999";"2010_565_aldra";"2010_565";565;"2010_aldra";2010;"aldra";38;0;0;2009;"no";NA;"capt";NA;1;27;27;3.29583686600433;-0.1375;1;0;8;1;3
"1000";"2009_566_hestmannøy";"2009_566";566;"2009_hestmannøy";2009;"hestmannøy";27;1;1;2007;"no";NA;"capt";NA;1;157;157;5.056246;-0.321875;1;1;15;5;7
"1001";"2010_566_hestmannøy";"2010_566";566;"2010_hestmannøy";2010;"hestmannøy";27;2;4;2007;"no";"obs";NA;NA;1;214;214;5.365976;1.103125;1;1;1;2;4
"1002";"2011_566_hestmannøy";"2011_566";566;"2011_hestmannøy";2011;"hestmannøy";27;3;9;2007;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;1;1;0;0
"1003";"2010_567_hestmannøy";"2010_567";567;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;0;214;214;5.365976;1.103125;1;1;2;0;0
"1004";"2011_568_hestmannøy";"2011_568";568;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;0;2;0;0
"1005";"2011_569_hestmannøy";"2011_569";569;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;0;2;0;0
"1006";"2010_570_hestmannøy";"2010_570";570;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;1;214;214;5.365976;1.103125;1;0;2;2;4
"1007";"2010_571_gjerøy";"2010_571";571;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;1;136;136;4.912655;0.128125;1;0;4;3;5
"1008";"2011_571_gjerøy";"2011_571";571;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";"capt";NA;1;144;144;4.969813;0.328125;1;0;2;1;3
"1009";"2012_571_gjerøy";"2012_571";571;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"no";"obs";"capt";NA;0;196;196;5.278115;1.628125;1;0;4;0;0
"1010";"2010_572_gjerøy";"2010_572";572;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;1;136;136;4.912655;0.128125;1;0;4;0;2
"1011";"2011_572_gjerøy";"2011_572";572;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";NA;NA;1;144;144;4.969813;0.328125;1;0;4;1;3
"1012";"2012_572_gjerøy";"2012_572";572;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"no";"obs";"capt";NA;1;196;196;5.278115;1.628125;1;0;4;2;4
"1013";"2013_572_gjerøy";"2013_572";572;"2013_gjerøy";2013;"gjerøy";26;3;9;2009;"no";"obs";"capt";NA;0;168;168;5.123964;0.928125;1;0;2;0;0
"1014";"2009_573_gjerøy";"2009_573";573;"2009_gjerøy";2009;"gjerøy";26;0;0;2008;"no";NA;"capt";NA;1;107;107;4.672829;-0.596875;1;0;5;1;3
"1015";"2010_573_gjerøy";"2010_573";573;"2010_gjerøy";2010;"gjerøy";26;1;1;2008;"no";NA;"capt";NA;0;136;136;4.912655;0.128125;1;0;4;1;1
"1016";"2010_574_gjerøy";"2010_574";574;"2010_gjerøy";2010;"gjerøy";26;1;1;2008;"no";NA;"capt";NA;1;136;136;4.912655;0.128125;1;0;3;0;2
"1017";"2010_575_indre kvarøy";"2010_575";575;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";"obs";NA;NA;1;60;60;4.094345;-0.240625;1;0;11;3;5
"1018";"2011_576_hestmannøy";"2011_576";576;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";"capt";NA;0;283;283;5.645447;2.828125;1;1;2;0;0
"1019";"2011_577_hestmannøy";"2011_577";577;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";"capt";NA;0;283;283;5.645447;2.828125;1;0;3;1;1
"1020";"2010_578_myken";"2010_578";578;"2010_myken";2010;"myken";22;0;0;2009;"no";"obs";"capt";NA;1;22;22;3.091042;-0.02857143;0;1;3;2;4
"1021";"2011_578_myken";"2011_578";578;"2011_myken";2011;"myken";22;1;1;2009;"no";"obs";"capt";NA;0;27;27;3.295837;0.09642857;0;1;5;0;0
"1022";"2010_579_hestmannøy";"2010_579";579;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;1;214;214;5.365976;1.103125;1;1;2;0;2
"1023";"2011_580_hestmannøy";"2011_580";580;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";"capt";NA;0;283;283;5.645447;2.828125;1;1;2;0;0
"1024";"2010_581_hestmannøy";"2010_581";581;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;1;214;214;5.365976;1.103125;1;0;2;0;2
"1025";"2011_581_hestmannøy";"2011_581";581;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;0;7;1;1
"1026";"2010_582_hestmannøy";"2010_582";582;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;1;214;214;5.365976;1.103125;1;1;2;0;2
"1027";"2011_582_hestmannøy";"2011_582";582;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";"capt";NA;0;283;283;5.645447;2.828125;1;1;2;0;0
"1028";"2013_583_hestmannøy";"2013_583";583;"2013_hestmannøy";2013;"hestmannøy";27;3;9;2009;"no";"obs";"capt";NA;1;112;112;4.718499;-1.446875;1;0;1;1;3
"1029";"2010_584_hestmannøy";"2010_584";584;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;1;214;214;5.365976;1.103125;1;0;3;1;3
"1030";"2011_584_hestmannøy";"2011_584";584;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";"capt";NA;1;283;283;5.645447;2.828125;1;0;5;1;3
"1031";"2010_585_myken";"2010_585";585;"2010_myken";2010;"myken";22;0;0;2009;"no";"obs";NA;NA;1;22;22;3.091042;-0.02857143;0;0;4;3;5
"1032";"2011_585_myken";"2011_585";585;"2011_myken";2011;"myken";22;1;1;2009;"gene_new";NA;NA;"gene_new";0;27;27;3.295837;0.09642857;0;0;8;2;2
"1033";"2010_586_myken";"2010_586";586;"2010_myken";2010;"myken";22;0;0;2009;"no";"obs";NA;NA;1;22;22;3.091042;-0.02857143;0;0;5;1;3
"1034";"2012_586_myken";"2012_586";586;"2012_myken";2012;"myken";22;2;4;2009;"no";"obs";NA;NA;0;36;36;3.583519;0.3214286;0;0;8;0;0
"1035";"2011_587_hestmannøy";"2011_587";587;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;0;2;0;0
"1036";"2010_588_gjerøy";"2010_588";588;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;1;136;136;4.912655;0.128125;1;1;1;0;2
"1037";"2011_588_gjerøy";"2011_588";588;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";"capt";NA;1;144;144;4.969813;0.328125;1;1;4;1;3
"1038";"2012_588_gjerøy";"2012_588";588;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"no";"obs";"capt";NA;1;196;196;5.278115;1.628125;1;1;3;1;3
"1039";"2013_588_gjerøy";"2013_588";588;"2013_gjerøy";2013;"gjerøy";26;3;9;2009;"yes";NA;NA;NA;1;168;168;5.123964;0.928125;1;1;3;0;2
"1040";"2014_588_gjerøy";"2014_588";588;"2014_gjerøy";2014;"gjerøy";26;4;16;2009;"no";"obs";"capt";NA;0;67;67;4.204693;-1.596875;1;1;2;0;0
"1041";"2010_589_gjerøy";"2010_589";589;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;0;136;136;4.912655;0.128125;1;1;3;3;3
"1042";"2012_590_gjerøy";"2012_590";590;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"no";"obs";NA;NA;1;196;196;5.278115;1.628125;1;0;2;0;2
"1043";"2013_590_gjerøy";"2013_590";590;"2013_gjerøy";2013;"gjerøy";26;3;9;2009;"no";"obs";NA;NA;0;168;168;5.123964;0.928125;1;0;2;0;0
"1044";"2010_591_hestmannøy";"2010_591";591;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";NA;"capt";NA;0;214;214;5.365976;1.103125;1;1;1;0;0
"1045";"2010_592_hestmannøy";"2010_592";592;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";NA;"capt";NA;1;214;214;5.365976;1.103125;1;1;3;0;2
"1046";"2011_592_hestmannøy";"2011_592";592;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";"capt";NA;1;283;283;5.645447;2.828125;1;1;1;3;5
"1047";"2012_592_hestmannøy";"2012_592";592;"2012_hestmannøy";2012;"hestmannøy";27;2;4;2009;"yes";NA;NA;NA;1;156;156;5.049856;-0.346875;1;1;2;0;2
"1048";"2013_592_hestmannøy";"2013_592";592;"2013_hestmannøy";2013;"hestmannøy";27;3;9;2009;"no";"obs";"capt";NA;1;112;112;4.718499;-1.446875;1;1;2;2;4
"1049";"2014_592_hestmannøy";"2014_592";592;"2014_hestmannøy";2014;"hestmannøy";27;4;16;2009;"no";"obs";NA;NA;0;112;112;4.718499;-1.446875;1;1;1;1;1
"1050";"2011_593_hestmannøy";"2011_593";593;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;1;2;0;0
"1051";"2010_594_hestmannøy";"2010_594";594;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;1;214;214;5.365976;1.103125;1;0;4;0;2
"1052";"2011_594_hestmannøy";"2011_594";594;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"gene_new";NA;NA;"gene_new";0;283;283;5.645447;2.828125;1;0;3;0;0
"1053";"2010_595_gjerøy";"2010_595";595;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";NA;"capt";NA;1;136;136;4.912655;0.128125;1;0;3;3;5
"1054";"2011_595_gjerøy";"2011_595";595;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";"capt";NA;0;144;144;4.969813;0.328125;1;0;1;0;0
"1055";"2010_596_gjerøy";"2010_596";596;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";NA;NA;0;136;136;4.912655;0.128125;1;0;1;1;1
"1056";"2010_597_gjerøy";"2010_597";597;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";NA;"capt";NA;1;136;136;4.912655;0.128125;1;1;7;3;5
"1057";"2011_597_gjerøy";"2011_597";597;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";"capt";NA;0;144;144;4.969813;0.328125;1;1;9;0;0
"1058";"2010_598_gjerøy";"2010_598";598;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;1;136;136;4.912655;0.128125;1;0;3;0;2
"1059";"2013_598_gjerøy";"2013_598";598;"2013_gjerøy";2013;"gjerøy";26;3;9;2009;"no";"obs";"capt";NA;0;168;168;5.123964;0.928125;1;0;11;4;4
"1060";"2010_599_myken";"2010_599";599;"2010_myken";2010;"myken";22;0;0;2009;"no";"obs";"capt";NA;0;22;22;3.091042;-0.02857143;0;1;5;0;0
"1061";"2010_600_myken";"2010_600";600;"2010_myken";2010;"myken";22;0;0;2009;"no";"obs";NA;NA;1;22;22;3.091042;-0.02857143;0;1;3;0;2
"1062";"2011_600_myken";"2011_600";600;"2011_myken";2011;"myken";22;1;1;2009;"no";"obs";NA;NA;0;27;27;3.295837;0.09642857;0;1;5;2;2
"1063";"2010_601_myken";"2010_601";601;"2010_myken";2010;"myken";22;0;0;2009;"no";"obs";"capt";NA;1;22;22;3.091042;-0.02857143;0;0;5;0;2
"1064";"2011_601_myken";"2011_601";601;"2011_myken";2011;"myken";22;1;1;2009;"no";"obs";"capt";NA;1;27;27;3.295837;0.09642857;0;0;9;1;3
"1065";"2010_602_gjerøy";"2010_602";602;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;0;136;136;4.912655;0.128125;1;1;2;0;0
"1066";"2010_603_gjerøy";"2010_603";603;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";NA;NA;0;136;136;4.912655;0.128125;1;1;9;5;5
"1067";"2011_604_hestmannøy";"2011_604";604;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;1;4;0;0
"1068";"2011_605_nesøy";"2011_605";605;"2011_nesøy";2011;"nesøy";20;1;1;2009;"no";"obs";NA;NA;0;35;35;3.555348;0.434375;1;0;3;0;0
"1069";"2009_606_nesøy";"2009_606";606;"2009_nesøy";2009;"nesøy";20;3;9;2005;"no";NA;"capt";NA;1;17;17;2.833213;-0.015625;1;1;9;3;5
"1070";"2010_606_nesøy";"2010_606";606;"2010_nesøy";2010;"nesøy";20;4;16;2005;"gene_new";NA;NA;"gene_new";0;17;17;2.833213;-0.015625;1;1;3;2;2
"1071";"2010_607_indre kvarøy";"2010_607";607;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";NA;"capt";NA;1;60;60;4.094345;-0.240625;1;0;8;4;6
"1072";"2011_607_indre kvarøy";"2011_607";607;"2011_indre kvarøy";2011;"indre kvarøy";28;1;1;2009;"no";NA;"capt";NA;0;129;129;4.859812;1.484375;1;0;3;0;0
"1073";"2010_608_indre kvarøy";"2010_608";608;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";"obs";"capt";NA;0;60;60;4.094345;-0.240625;1;1;4;1;1
"1074";"2010_609_indre kvarøy";"2010_609";609;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";"obs";"capt";NA;1;60;60;4.094345;-0.240625;1;0;4;1;3
"1075";"2010_610_indre kvarøy";"2010_610";610;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";NA;"capt";NA;1;60;60;4.094345;-0.240625;1;1;1;0;2
"1076";"2010_611_indre kvarøy";"2010_611";611;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";"obs";"capt";NA;1;60;60;4.094345;-0.240625;1;1;6;2;4
"1077";"2010_612_indre kvarøy";"2010_612";612;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";NA;"capt";NA;0;60;60;4.094345;-0.240625;1;1;7;2;2
"1078";"2010_613_hestmannøy";"2010_613";613;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";NA;"capt";NA;0;214;214;5.365976;1.103125;1;0;2;0;0
"1079";"2010_614_hestmannøy";"2010_614";614;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";NA;NA;0;214;214;5.365976;1.103125;1;0;2;1;1
"1080";"2011_615_hestmannøy";"2011_615";615;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;1;283;283;5.645447;2.828125;1;1;3;1;3
"1081";"2010_616_hestmannøy";"2010_616";616;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";NA;"capt";NA;1;214;214;5.365976;1.103125;1;0;1;1;3
"1082";"2011_616_hestmannøy";"2011_616";616;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;0;3;1;1
"1083";"2010_617_hestmannøy";"2010_617";617;"2010_hestmannøy";2010;"hestmannøy";27;0;0;2009;"no";"obs";"capt";NA;0;214;214;5.365976;1.103125;1;0;5;2;2
"1084";"2010_618_gjerøy";"2010_618";618;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";NA;"capt";NA;1;136;136;4.912655;0.128125;1;1;2;3;5
"1085";"2011_618_gjerøy";"2011_618";618;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";NA;NA;1;144;144;4.969813;0.328125;1;1;8;1;3
"1086";"2012_618_gjerøy";"2012_618";618;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"gene_new";NA;NA;"gene_new";0;196;196;5.278115;1.628125;1;1;1;0;0
"1087";"2011_619_hestmannøy";"2011_619";619;"2011_hestmannøy";2011;"hestmannøy";27;1;1;2009;"no";"obs";NA;NA;0;283;283;5.645447;2.828125;1;1;1;0;0
"1088";"2010_620_gjerøy";"2010_620";620;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;1;136;136;4.912655;0.128125;1;1;1;1;3
"1089";"2010_621_aldra";"2010_621";621;"2010_aldra";2010;"aldra";38;0;0;2009;"no";"obs";"capt";NA;1;27;27;3.295837;-0.1375;1;1;1;0;2
"1090";"2011_621_aldra";"2011_621";621;"2011_aldra";2011;"aldra";38;1;1;2009;"yes";NA;NA;NA;1;23;23;3.135494;-0.2375;1;1;5;3;5
"1091";"2012_621_aldra";"2012_621";621;"2012_aldra";2012;"aldra";38;2;4;2009;"no";"obs";"capt";NA;0;26;26;3.258097;-0.1625;1;1;5;2;2
"1092";"2010_622_gjerøy";"2010_622";622;"2010_gjerøy";2010;"gjerøy";26;0;0;2009;"no";"obs";"capt";NA;1;136;136;4.912655;0.128125;1;0;1;1;3
"1093";"2011_622_gjerøy";"2011_622";622;"2011_gjerøy";2011;"gjerøy";26;1;1;2009;"no";"obs";NA;NA;1;144;144;4.969813;0.328125;1;0;3;0;2
"1094";"2012_622_gjerøy";"2012_622";622;"2012_gjerøy";2012;"gjerøy";26;2;4;2009;"no";"obs";NA;NA;0;196;196;5.278115;1.628125;1;0;1;0;0
"1095";"2010_623_indre kvarøy";"2010_623";623;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";"obs";NA;NA;0;60;60;4.094345;-0.240625;1;1;3;1;1
"1096";"2010_624_indre kvarøy";"2010_624";624;"2010_indre kvarøy";2010;"indre kvarøy";28;0;0;2009;"no";"obs";NA;NA;1;60;60;4.094345;-0.240625;1;0;7;2;4
"1097";"2011_624_indre kvarøy";"2011_624";624;"2011_indre kvarøy";2011;"indre kvarøy";28;1;1;2009;"gene_new";NA;NA;"gene_new";0;129;129;4.859812;1.484375;1;0;2;0;0
"1098";"2007_625_selvær";"2007_625";625;"2007_selvær";2007;"selvær";24;0;0;2006;"gene_new";NA;NA;"gene_new";1;60;60;4.094345;0.01875;0;1;1;1;3
